,Solar fixed,Solar fixed,Solar fixed
Locations,Almeria2023,Almeria2023,Almeria2023
Profile time series,PG3-SARAH3,PG3-ERA5,PV-MEAS
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3
1897,0.0,0.0,0.0
1898,0.0,0.0,0.0
1899,0.0,0.0,0.0
1900,0.0,0.0,0.0
1901,0.0,0.0,0.0
1902,0.0,0.0,0.0
1903,0.0,0.01048,0.019098176457030627
1904,0.0,0.1797,0.1851643293049543
1905,0.0,0.40234,0.41060662427849925
1906,0.55631,0.59492,0.5390919988576238
1907,0.66743,0.66688,0.687176639911015
1908,0.8350599999999999,0.70439,0.7668081484487734
1909,0.86375,0.74227,0.8444752585377585
1910,0.8487,0.74264,0.7613482293169793
1911,0.7301799999999999,0.66201,0.7077364042207792
1912,0.59048,0.50807,0.5357590037277538
1913,0.37437,0.30323,0.3078104332010582
1914,0.15829,0.07945999999999999,0.0889800349727433
1915,0.0,0.0,0.002435735830527497
1916,0.0,0.0,0.0
1917,0.0,0.0,0.0
1918,0.0,0.0,0.0
1919,0.0,0.0,0.0
1920,0.0,0.0,0.0
1921,0.0,0.0,0.0
1922,0.0,0.0,0.0
1923,0.0,0.0,0.0
1924,0.0,0.0,0.0
1925,0.0,0.0,0.0
1926,0.0,0.0,0.0
1927,0.0,0.01042,0.027211344847282347
1928,0.0,0.20302,0.2046833664021164
1929,0.35694,0.43559,0.431218998015873
1930,0.56224,0.62018,0.6229955808080808
1931,0.71542,0.7476499999999999,0.7649299918831168
1932,0.81832,0.81943,0.8464368386243386
1933,0.86942,0.82972,0.8620843855218855
1934,0.81853,0.7870499999999999,0.8140425835738335
1935,0.72611,0.68403,0.7030361276455026
1936,0.5912200000000001,0.5225700000000001,0.5329611216329966
1937,0.39172,0.30817,0.31143822901635404
1938,0.15755000000000002,0.08047,0.09177374539041205
1939,0.0,0.0,0.0013851135361552026
1940,0.0,0.0,0.0
1941,0.0,0.0,0.0
1942,0.0,0.0,0.0
1943,0.0,0.0,0.0
1944,0.0,0.0,0.0
1945,0.0,0.0,0.0
1946,0.0,0.0,0.0
1947,0.0,0.0,0.0
1948,0.0,0.0,0.0
1949,0.0,0.0,0.0
1950,0.0,0.0,0.0
1951,0.0,0.01145,0.030155154220779225
1952,0.12507,0.20715999999999998,0.21371959926647427
1953,0.36197,0.43571,0.44293079605579605
1954,0.56321,0.6179600000000001,0.6316842156685907
1955,0.71369,0.74364,0.7949979707792207
1956,0.80112,0.81353,0.8816193933381433
1957,0.8598899999999999,0.82904,0.8880283489658489
1958,0.81598,0.7860499999999999,0.8371343644781145
1959,0.7294400000000001,0.68476,0.727691348003848
1960,0.5961900000000001,0.52464,0.5494229873136123
1961,0.39504,0.30995999999999996,0.3239923415704666
1962,0.16453,0.08156000000000001,0.09476718474426808
1963,0.00033,0.0,0.001187446388488055
1964,0.0,0.0,0.0
1965,0.0,0.0,0.0
1966,0.0,0.0,0.0
1967,0.0,0.0,0.0
1968,0.0,0.0,0.0
1969,0.0,0.0,0.0
1970,0.0,0.0,0.0
1971,0.0,0.0,0.0
1972,0.0,0.0,0.0
1973,0.0,0.0,0.0
1974,0.0,0.0,0.0
1975,0.0,0.01234,0.031650109978755815
1976,0.12908,0.2093,0.2202202456108706
1977,0.33761,0.42954000000000003,0.4434739883958634
1978,0.54061,0.58413,0.6009191618566618
1979,0.54547,0.6931799999999999,0.6717506162818663
1980,0.80471,0.758,0.8106530333092833
1981,0.8598,0.75806,0.8406948953823954
1982,0.8050700000000001,0.6826,0.7258319805194805
1983,0.6968300000000001,0.5373,0.6373634033790284
1984,0.57866,0.41357,0.49328497023809526
1985,0.35613,0.2059,0.29303676647426646
1986,0.14576,0.061560000000000004,0.09206347277336861
1987,0.00031,0.0,0.002265463413900914
1988,0.0,0.0,0.0
1989,0.0,0.0,0.0
1990,0.0,0.0,0.0
1991,0.0,0.0,0.0
1992,0.0,0.0,0.0
1993,0.0,0.0,0.0
1994,0.0,0.0,0.0
1995,0.0,0.0,0.0
1996,0.0,0.0,0.0
1997,0.0,0.0,0.0
1998,0.0,0.0,0.0
1999,0.0,0.01326,0.031816404621612955
2000,0.13204,0.20987999999999998,0.219249037999038
2001,0.36296,0.43185,0.4474702380952381
2002,0.56076,0.6112000000000001,0.6313969306156806
2003,0.70378,0.73164,0.7736986682299183
2004,0.80032,0.79812,0.8480921566859067
2005,0.85068,0.8110299999999999,0.8589635191197691
2006,0.80675,0.77159,0.8080695346320347
2007,0.7185,0.66912,0.698386017917268
2008,0.58538,0.5111,0.529620422979798
2009,0.38871,0.3025,0.30928236982924484
2010,0.16072999999999998,0.0809,0.09329857328242745
2011,0.00113,0.0,0.001673903970258137
2012,0.0,0.0,0.0
2013,0.0,0.0,0.0
2014,0.0,0.0,0.0
2015,0.0,0.0,0.0
2016,0.0,0.0,0.0
2017,0.0,0.0,0.0
2018,0.0,0.0,0.0
2019,0.0,0.0,0.0
2020,0.0,0.0,0.0
2021,0.0,0.0,0.0
2022,0.0,0.0,0.0
2023,0.0,0.01461,0.034463216239778736
2024,0.12747,0.20964,0.2381174092111592
2025,0.2856,0.41335,0.3925166847041847
2026,0.53428,0.56487,0.6340364207551707
2027,0.67576,0.70587,0.7296782933501683
2028,0.69464,0.71825,0.6338150853775854
2029,0.8022100000000001,0.70448,0.7094704485329485
2030,0.76463,0.6289,0.7059215668590668
2031,0.57998,0.49489999999999995,0.6496619844276095
2032,0.43331000000000003,0.33542,0.497647607022607
2033,0.16676,0.21697999999999998,0.25350303631553633
2034,0.15016,0.07241,0.08679052454104537
2035,0.0003,0.0,0.004472616792929293
2036,0.0,0.0,0.0
2037,0.0,0.0,0.0
2038,0.0,0.0,0.0
2039,0.0,0.0,0.0
2040,0.0,0.0,0.0
2041,0.0,0.0,0.0
2042,0.0,0.0,0.0
2043,0.0,0.0,0.0
2044,0.0,0.0,0.0
2045,0.0,0.0,0.0
2046,0.0,0.0,1.8126453022286356e-05
2047,0.0,0.0159,0.03481570942560526
2048,0.14044,0.22066,0.22352693602693602
2049,0.34643999999999997,0.45222,0.37906032046657046
2050,0.5442,0.643,0.6092318272005772
2051,0.73668,0.77077,0.7792619273088023
2052,0.8365499999999999,0.83887,0.8079981361231361
2053,0.8770800000000001,0.83198,0.79320793500481
2054,0.82012,0.76355,0.8029481947450697
2055,0.7315,0.6299600000000001,0.6288534526815777
2056,0.5405399999999999,0.43695,0.2010820631914382
2057,0.16022999999999998,0.18703999999999998,0.1641440446127946
2058,0.10258,0.05976,0.05268191613556197
2059,0.00074,0.0,0.0035276703042328044
2060,0.0,0.0,0.0
2061,0.0,0.0,0.0
2062,0.0,0.0,0.0
2063,0.0,0.0,0.0
2064,0.0,0.0,0.0
2065,0.0,0.0,0.0
2066,0.0,0.0,0.0
2067,0.0,0.0,0.0
2068,0.0,0.0,0.0
2069,0.0,0.0,0.0
2070,0.0,0.0,0.0
2071,0.0,0.01706,0.03881440521284271
2072,0.14773,0.22368000000000002,0.22937372234247233
2073,0.38568,0.45526,0.4615321744227994
2074,0.59053,0.6407999999999999,0.6306966615560365
2075,0.7527,0.7673,0.7270681141774892
2076,0.83593,0.83449,0.8524380711880711
2077,0.89332,0.84623,0.8680799813612313
2078,0.8411900000000001,0.801,0.8191569715007215
2079,0.74085,0.69569,0.7081488245550746
2080,0.60397,0.53289,0.5386728144540645
2081,0.40096,0.31673,0.31877179533429534
2082,0.1676,0.08679,0.08808403930174764
2083,0.00312,0.0,0.00219994212962963
2084,0.0,0.0,0.0
2085,0.0,0.0,0.0
2086,0.0,0.0,0.0
2087,0.0,0.0,0.0
2088,0.0,0.0,0.0
2089,0.0,0.0,0.0
2090,0.0,0.0,0.0
2091,0.0,0.0,0.0
2092,0.0,0.0,0.0
2093,0.0,0.0,0.0
2094,0.0,0.0,0.0
2095,0.0,0.01893,0.041162760792448294
2096,0.15068,0.23299,0.24268315596440596
2097,0.39149,0.46596,0.47159692159692157
2098,0.5945199999999999,0.6495299999999999,0.6519022065897065
2099,0.74185,0.77446,0.7870776214526215
2100,0.8286699999999999,0.83911,0.8681382275132276
2101,0.88125,0.8472999999999999,0.8812962211399712
2102,0.8254,0.79853,0.8233074795574795
2103,0.7339,0.69244,0.7221119303150553
2104,0.59425,0.53047,0.5512909977753728
2105,0.39096,0.31658,0.3011451945045695
2106,0.15566999999999998,0.08803,0.10528583829365079
2107,0.0036,0.0,0.003188678200657367
2108,0.0,0.0,0.0
2109,0.0,0.0,0.0
2110,0.0,0.0,0.0
2111,0.0,0.0,0.0
2112,0.0,0.0,0.0
2113,0.0,0.0,0.0
2114,0.0,0.0,0.0
2115,0.0,0.0,0.0
2116,0.0,0.0,0.0
2117,0.0,0.0,0.0
2118,0.0,0.0,0.0
2119,0.0,0.02253,0.034962766053391055
2120,0.15089,0.16993,0.19411452696608947
2121,0.38342000000000004,0.37024,0.44061034451659453
2122,0.56887,0.5779299999999999,0.6311203553391054
2123,0.71934,0.7364400000000001,0.7936893112674362
2124,0.8071900000000001,0.81347,0.8693520021645021
2125,0.8544400000000001,0.8232,0.8819200186387687
2126,0.81902,0.77706,0.7911800294612794
2127,0.68413,0.67401,0.6965071097883598
2128,0.5863700000000001,0.51447,0.537968036014911
2129,0.39023,0.307,0.31261198292448295
2130,0.16297999999999999,0.08498,0.09594563642376142
2131,0.00352,0.0,0.0039000628807920475
2132,0.0,0.0,0.0
2133,0.0,0.0,0.0
2134,0.0,0.0,0.0
2135,0.0,0.0,0.0
2136,0.0,0.0,0.0
2137,0.0,0.0,0.0
2138,0.0,0.0,0.0
2139,0.0,0.0,0.0
2140,0.0,0.0,0.0
2141,0.0,0.0,0.0
2142,0.0,0.0,0.0
2143,0.0,0.02255,0.0318332221019721
2144,0.12771,0.21819,0.21019025823713325
2145,0.34796,0.44129,0.423470193001443
2146,0.5409400000000001,0.60211,0.6251397907647908
2147,0.68684,0.7221599999999999,0.7149354407166907
2148,0.67591,0.7879299999999999,0.495284880050505
2149,0.73156,0.80161,0.5514922288359788
2150,0.80012,0.73251,0.7930020066738817
2151,0.65232,0.62298,0.716631531084656
2152,0.49947,0.49713,0.5164094441438192
2153,0.39039999999999997,0.27857,0.3060224642255892
2154,0.15114,0.0757,0.08634552343875261
2155,0.004,0.0,0.0035859359968734967
2156,0.0,0.0,0.0
2157,0.0,0.0,0.0
2158,0.0,0.0,0.0
2159,0.0,0.0,0.0
2160,0.0,0.0,0.0
2161,0.0,0.0,0.0
2162,0.0,0.0,0.0
2163,0.0,0.0,0.0
2164,0.0,0.0,0.0
2165,0.0,0.0,0.0
2166,0.0,0.0,0.0
2167,0.0,0.027280000000000002,0.032285327481160815
2168,0.15674000000000002,0.22141999999999998,0.2055812965969216
2169,0.39114,0.43363,0.34997200426887926
2170,0.49347,0.58362,0.5829712677368928
2171,0.69169,0.6629299999999999,0.6268785323472823
2172,0.80129,0.7417,0.7904517646705147
2173,0.85122,0.75783,0.8553729256854257
2174,0.81484,0.7020299999999999,0.7117589586339587
2175,0.5452899999999999,0.65954,0.5523307855339106
2176,0.55164,0.50756,0.5185457626863876
2177,0.38876,0.30267,0.31130219606782106
2178,0.16468,0.08439,0.08108309809403558
2179,0.00462,0.0,0.0038760597041847043
2180,0.0,0.0,0.0
2181,0.0,0.0,0.0
2182,0.0,0.0,0.0
2183,0.0,0.0,0.0
2184,0.0,0.0,0.0
2185,0.0,0.0,0.0
2186,0.0,0.0,0.0
2187,0.0,0.0,0.0
2188,0.0,0.0,0.0
2189,0.0,0.0,0.0
2190,0.0,0.0,0.0
2191,0.00035999999999999997,0.03068,0.03688352347883598
2192,0.13819,0.19504,0.18578887836700336
2193,0.36716000000000004,0.40032999999999996,0.398766121031746
2194,0.5892999999999999,0.60777,0.6658457717051467
2195,0.73039,0.62864,0.8006440897065897
2196,0.82049,0.7233099999999999,0.8794492544492545
2197,0.8813,0.6911799999999999,0.9016222492784993
2198,0.59311,0.73926,0.8487441378066378
2199,0.30332,0.6126900000000001,0.6942238606301107
2200,0.5285599999999999,0.50912,0.556117536976912
2201,0.40714,0.30894,0.3316511468855219
2202,0.17446,0.08846,0.10677318196849447
2203,0.00594,0.0,0.005023300464967131
2204,0.0,0.0,0.0
2205,0.0,0.0,0.0
2206,0.0,0.0,0.0
2207,0.0,0.0,0.0
2208,0.0,0.0,0.0
2209,0.0,0.0,0.0
2210,0.0,0.0,0.0
2211,0.0,0.0,0.0
2212,0.0,0.0,0.0
2213,0.0,0.0,0.0
2214,0.0,0.0,0.00010771454625621292
2215,0.0008900000000000001,0.03413,0.056453106711960875
2216,0.16997,0.25101,0.26408429533429534
2217,0.39804,0.47235000000000005,0.49235415915103414
2218,0.60005,0.64998,0.688515361952862
2219,0.7493,0.77701,0.8201828553391053
2220,0.84029,0.84608,0.8843043530543531
2221,0.8985700000000001,0.8599199999999999,0.8982759139009139
2222,0.8504700000000001,0.81212,0.8478723244348244
2223,0.75547,0.70547,0.7254471801346801
2224,0.6093999999999999,0.5401,0.545314191017316
2225,0.41269,0.32250999999999996,0.30023204515392016
2226,0.16513999999999998,0.09265000000000001,0.1088919702982203
2227,0.00718,0.0,0.006118066077441078
2228,0.0,0.0,0.0
2229,0.0,0.0,0.0
2230,0.0,0.0,0.0
2231,0.0,0.0,0.0
2232,0.0,0.0,0.0
2233,0.0,0.0,0.0
2234,0.0,0.0,0.0
2235,0.0,0.0,0.0
2236,0.0,0.0,0.0
2237,0.0,0.0,0.0
2238,0.0,0.0,0.00019640978234728234
2239,0.00183,0.0324,0.047625324675324675
2240,0.16791999999999999,0.21264,0.2256399561087061
2241,0.40073000000000003,0.45035000000000003,0.4540986501924002
2242,0.60734,0.6103200000000001,0.6409414081289081
2243,0.76132,0.7689900000000001,0.7699333363395864
2244,0.85854,0.84196,0.8141064664502164
2245,0.9026799999999999,0.84569,0.8354020111832612
2246,0.8553,0.80049,0.746472349987975
2247,0.69111,0.6859700000000001,0.5310500841750841
2248,0.50126,0.4943,0.32525459205146706
2249,0.29769999999999996,0.26676,0.1962551482082732
2250,0.11191,0.07918,0.07481885521885523
2251,0.00598,0.00116,0.006373575787638288
2252,0.0,0.0,0.0
2253,0.0,0.0,0.0
2254,0.0,0.0,0.0
2255,0.0,0.0,0.0
2256,0.0,0.0,0.0
2257,0.0,0.0,0.0
2258,0.0,0.0,0.0
2259,0.0,0.0,0.0
2260,0.0,0.0,0.0
2261,0.0,0.0,0.0
2262,0.0,0.0,0.00015801867885201218
2263,0.00396,0.0361,0.058655021194083695
2264,0.1866,0.23985,0.26668188582251084
2265,0.42977,0.41675,0.5056310876623377
2266,0.6422,0.62619,0.6973469817219817
2267,0.80525,0.7781699999999999,0.8262573653198653
2268,0.8935,0.86522,0.8874590398027898
2269,0.94194,0.89215,0.8878930675805676
2270,0.8944500000000001,0.84951,0.8427372685185185
2271,0.79538,0.73514,0.7292416351010101
2272,0.63997,0.5655800000000001,0.5621450742544493
2273,0.42847,0.34308999999999995,0.3451794733044733
2274,0.18561000000000002,0.09963,0.11717566287878788
2275,0.00975,0.00073,0.0055684536335578
2276,0.0,0.0,0.0
2277,0.0,0.0,0.0
2278,0.0,0.0,0.0
2279,0.0,0.0,0.0
2280,0.0,0.0,0.0
2281,0.0,0.0,0.0
2282,0.0,0.0,0.0
2283,0.0,0.0,0.0
2284,0.0,0.0,0.0
2285,0.0,0.0,0.0
2286,0.0,0.0,0.0003688973063973064
2287,0.004,0.04219,0.06504257630872215
2288,0.18828999999999999,0.27065,0.2738275613275613
2289,0.43152999999999997,0.51108,0.5006974506974508
2290,0.64618,0.69186,0.6959329154641655
2291,0.79935,0.83425,0.0058532497594997596
2292,0.89007,0.90113,0.0
2293,0.94539,0.90691,0.829
2294,0.88293,0.85361,0.764
2295,0.78995,0.73221,0.64
2296,0.64176,0.56798,0.0
2297,0.32808,0.33557,0.09480015933140934
2298,0.15252000000000002,0.09928000000000001,0.0811997006273048
2299,0.00805,0.00175,0.007638837281545614
2300,0.0,0.0,0.0
2301,0.0,0.0,0.0
2302,0.0,0.0,0.0
2303,0.0,0.0,0.0
2304,0.0,0.0,0.0
2305,0.0,0.0,0.0
2306,0.0,0.0,0.0
2307,0.0,0.0,0.0
2308,0.0,0.0,0.0
2309,0.0,0.0,0.0
2310,0.0,0.0,0.00044219551667468333
2311,0.00579,0.04408,0.06294233255170754
2312,0.19128,0.27002,0.2753239237614238
2313,0.42708999999999997,0.49883,0.5049148478835979
2314,0.6269199999999999,0.6811699999999999,0.688062732984608
2315,0.7780900000000001,0.80579,0.8183058261183261
2316,0.86703,0.86479,0.884366357022607
2317,0.91361,0.87362,0.890134604978355
2318,0.86856,0.82604,0.8363997113997114
2319,0.77765,0.71725,0.7238779160654161
2320,0.63188,0.5522699999999999,0.5538290268759019
2321,0.42238,0.3348,0.3352601536195286
2322,0.18315,0.0993,0.11365710628106462
2323,0.0059299999999999995,0.00103,0.00624306557639891
2324,0.0,0.0,0.0
2325,0.0,0.0,0.0
2326,0.0,0.0,0.0
2327,0.0,0.0,0.0
2328,0.0,0.0,0.0
2329,0.0,0.0,0.0
2330,0.0,0.0,0.0
2331,0.0,0.0,0.0
2332,0.0,0.0,0.0
2333,0.0,0.0,0.0
2334,0.0,0.0,0.000625284090909091
2335,0.0076,0.04597,0.06590204425204424
2336,0.19044999999999998,0.2706,0.2750561793530544
2337,0.41437999999999997,0.48799000000000003,0.5029502615440116
2338,0.60609,0.66114,0.6933291245791245
2339,0.746,0.77736,0.8321176797739298
2340,0.82602,0.84035,0.9011919793169794
2341,0.86303,0.8493200000000001,0.9037078373015873
2342,0.8350299999999999,0.8017799999999999,0.8531539351851852
2343,0.74876,0.69685,0.737310606060606
2344,0.60239,0.53614,0.5639837737493988
2345,0.40869,0.32709,0.33950968013468014
2346,0.17908000000000002,0.09720999999999999,0.115039137155283
2347,0.00656,0.0011200000000000001,0.006528262035032868
2348,0.0,0.0,0.0
2349,0.0,0.0,0.0
2350,0.0,0.0,0.0
2351,0.0,0.0,0.0
2352,0.0,0.0,0.0
2353,0.0,0.0,0.0
2354,0.0,0.0,0.0
2355,0.0,0.0,0.0
2356,0.0,0.0,0.0
2357,0.0,0.0,0.0
2358,0.0,0.0,0.0005770820807279141
2359,0.00799,0.04394,0.0658649360670194
2360,0.18680000000000002,0.25037,0.26724330357142856
2361,0.41656,0.47658,0.490506253006253
2362,0.60837,0.64967,0.6767128126503127
2363,0.75364,0.76719,0.8091724537037037
2364,0.83805,0.83487,0.882647156084656
2365,0.87479,0.84056,0.8919026575276575
2366,0.82409,0.78569,0.839126007094757
2367,0.74615,0.68516,0.72193869498557
2368,0.60012,0.5122599999999999,0.5494353881072631
2369,0.40626999999999996,0.31461,0.3273304097522848
2370,0.17755,0.08916,0.11126869513588264
2371,0.00723,0.00128,0.00801305966410133
2372,0.0,0.0,0.0
2373,0.0,0.0,0.0
2374,0.0,0.0,0.0
2375,0.0,0.0,0.0
2376,0.0,0.0,0.0
2377,0.0,0.0,0.0
2378,0.0,0.0,0.0
2379,0.0,0.0,0.0
2380,0.0,0.0,0.0
2381,0.0,0.0,0.0
2382,0.0,0.0,0.0006549781044572711
2383,0.00948,0.04728,0.06428996061808562
2384,0.18106999999999998,0.26169,0.24731522817460316
2385,0.39352,0.46763,0.461350484006734
2386,0.58613,0.63312,0.652939175986051
2387,0.72505,0.74827,0.7879389129389129
2388,0.80953,0.80801,0.8673453282828283
2389,0.85058,0.8171499999999999,0.8615263498075998
2390,0.8093400000000001,0.7760900000000001,0.7949162382756133
2391,0.71911,0.6719700000000001,0.6883120640933141
2392,0.5545800000000001,0.5128400000000001,0.4625484758297258
2393,0.38212,0.30989999999999995,0.15341641865079364
2394,0.16399,0.09273999999999999,0.059742852883998714
2395,0.01087,0.0018700000000000001,0.0070399583633958636
2396,0.0,0.0,0.0
2397,0.0,0.0,0.0
2398,0.0,0.0,0.0
2399,0.0,0.0,0.0
2400,0.0,0.0,0.0
2401,0.0,0.0,0.0
2402,0.0,0.0,0.0
2403,0.0,0.0,0.0
2404,0.0,0.0,0.0
2405,0.0,0.0,0.0
2406,0.0,0.0,0.0009038900913900914
2407,0.01061,0.047549999999999995,0.06501820737133238
2408,0.18434999999999999,0.25540999999999997,0.24493239688552187
2409,0.40662,0.46978,0.46059347192159694
2410,0.5965199999999999,0.62525,0.6537362088143338
2411,0.73754,0.7471599999999999,0.7855542027417027
2412,0.82343,0.8165,0.8561413991101491
2413,0.8577,0.82488,0.8609157046657047
2414,0.8208,0.77839,0.8089225589225589
2415,0.7331799999999999,0.67832,0.697675039081289
2416,0.59547,0.52438,0.534541847041847
2417,0.39543,0.31895,0.3163344757094757
2418,0.1727,0.09620000000000001,0.11125451013107263
2419,0.00872,0.00164,0.009874628978274813
2420,0.0,0.0,0.0
2421,0.0,0.0,0.0
2422,0.0,0.0,0.0
2423,0.0,0.0,0.0
2424,0.0,0.0,0.0
2425,0.0,0.0,0.0
2426,0.0,0.0,0.0
2427,0.0,0.0,0.0
2428,0.0,0.0,0.0
2429,0.0,0.0,0.0
2430,0.0,0.0,0.0009804543450376783
2431,0.011529999999999999,0.053090000000000005,0.07608474952902036
2432,0.19207,0.2744,0.2813858450577201
2433,0.41775,0.48689,0.4983946608946609
2434,0.6065,0.65623,0.6845245610870611
2435,0.74667,0.77506,0.8134732744107744
2436,0.83808,0.83663,0.8745847613035113
2437,0.87674,0.8487100000000001,0.8636063011063011
2438,0.84048,0.80334,0.8027616191678691
2439,0.75588,0.6910599999999999,0.6868162653318903
2440,0.6054700000000001,0.53473,0.5240654310966811
2441,0.40538,0.32372,0.3234269781144781
2442,0.18278999999999998,0.09779,0.0676644798681257
2443,0.01384,0.00235,0.009997882094757094
2444,0.0,0.0,0.0
2445,0.0,0.0,0.0
2446,0.0,0.0,0.0
2447,0.0,0.0,0.0
2448,0.0,0.0,0.0
2449,0.0,0.0,0.0
2450,0.0,0.0,0.0
2451,0.0,0.0,0.0
2452,0.0,0.0,0.0
2453,0.0,0.0,0.0
2454,0.0,0.0,0.0012247532367324035
2455,0.01194,0.05206,0.04783311237373737
2456,0.19607,0.23645,0.23303834475709476
2457,0.37653,0.43925,0.4088823502886003
2458,0.5876,0.63349,0.612007726070226
2459,0.7380800000000001,0.6479299999999999,0.7509071368446368
2460,0.8344199999999999,0.67836,0.8429909211159211
2461,0.87819,0.74522,0.8524888017075517
2462,0.84272,0.71231,0.8127611682299183
2463,0.75785,0.59989,0.7060793951418951
2464,0.61052,0.49389,0.533590180074555
2465,0.40496,0.30657,0.31486554533429534
2466,0.17653,0.09534999999999999,0.10569925394821228
2467,0.01461,0.00263,0.011000996572871574
2468,0.0,0.0,0.0
2469,0.0,0.0,0.0
2470,0.0,0.0,0.0
2471,0.0,0.0,0.0
2472,0.0,0.0,0.0
2473,0.0,0.0,0.0
2474,0.0,0.0,0.0
2475,0.0,0.0,0.0
2476,0.0,0.0,0.0
2477,0.0,0.0,0.0
2478,0.0,0.0,0.0031683772246272244
2479,0.00833,0.05583,0.08964680284992785
2480,0.19369,0.25064,0.26214901996151996
2481,0.37882,0.47023000000000004,0.4703703703703704
2482,0.60103,0.64511,0.6398698668229919
2483,0.74038,0.7680499999999999,0.7909040178571428
2484,0.82796,0.83378,0.8645607864357865
2485,0.86983,0.84481,0.8065825667388168
2486,0.83085,0.79323,0.7967609502765752
2487,0.74027,0.66047,0.6855290253727754
2488,0.6069500000000001,0.51705,0.5277099491943242
2489,0.37295,0.31059,0.3054253472222222
2490,0.14044,0.09734000000000001,0.09690104241822992
2491,0.01303,0.00267,0.007573196498717332
2492,0.0,0.0,0.0
2493,0.0,0.0,0.0
2494,0.0,0.0,0.0
2495,0.0,0.0,0.0
2496,0.0,0.0,0.0
2497,0.0,0.0,0.0
2498,0.0,0.0,0.0
2499,0.0,0.0,0.0
2500,0.0,0.0,0.0
2501,0.0,0.0,0.0
2502,0.0,0.0,0.0011577105379188713
2503,0.01788,0.05668,0.07771534115961198
2504,0.20291,0.26855,0.27948063221500724
2505,0.4157,0.46911,0.49874751984126986
2506,0.6034400000000001,0.6379199999999999,0.6765472808441558
2507,0.741,0.75429,0.8001424212361712
2508,0.83147,0.81996,0.8664115109427609
2509,0.86126,0.8296699999999999,0.8700528348965849
2510,0.8289099999999999,0.78332,0.8169229497354498
2511,0.7445499999999999,0.68131,0.7072743807118808
2512,0.60461,0.5235599999999999,0.5444777011183262
2513,0.40908999999999995,0.31772,0.33993788329725827
2514,0.17597,0.09749,0.12457871071829404
2515,0.013609999999999999,0.00237,0.009334290574394742
2516,0.0,0.0,0.0
2517,0.0,0.0,0.0
2518,0.0,0.0,0.0
2519,0.0,0.0,0.0
2520,0.0,0.0,0.0
2521,0.0,0.0,0.0
2522,0.0,0.0,0.0
2523,0.0,0.0,0.0
2524,0.0,0.0,0.0
2525,0.0,0.0,0.0
2526,0.0,0.0,0.001602882245069745
2527,0.01912,0.059,0.07851137841710758
2528,0.20999,0.27798,0.2807838428932179
2529,0.43968,0.50169,0.4994258056758057
2530,0.64162,0.67633,0.6787848725348725
2531,0.77643,0.7962100000000001,0.8040411556036556
2532,0.86103,0.8589199999999999,0.8738613816738817
2533,0.89967,0.86649,0.8782298430735931
2534,0.86064,0.81649,0.824729813011063
2535,0.77432,0.70653,0.7134428360990861
2536,0.61822,0.54132,0.547799047017797
2537,0.42255000000000004,0.32799,0.3361798791486291
2538,0.18618,0.10113,0.11980570286195286
2539,0.01465,0.00287,0.01056418600689434
2540,0.0,0.0,0.0
2541,0.0,0.0,0.0
2542,0.0,0.0,0.0
2543,0.0,0.0,0.0
2544,0.0,0.0,0.0
2545,0.0,0.0,0.0
2546,0.0,0.0,0.0
2547,0.0,0.0,0.0
2548,0.0,0.0,0.0
2549,0.0,0.0,0.0
2550,0.0,0.0,0.0024608921556838227
2551,0.02158,0.06409000000000001,0.08215568933381434
2552,0.2166,0.28975,0.2888708513708514
2553,0.44833999999999996,0.51238,0.508908655002405
2554,0.64346,0.68717,0.681563213985089
2555,0.7891,0.80701,0.8097361261423761
2556,0.86883,0.86953,0.8806592712842712
2557,0.905,0.87546,0.8856421356421357
2558,0.86412,0.82341,0.8304229046416547
2559,0.7690499999999999,0.7142200000000001,0.7169169372294373
2560,0.62473,0.5494199999999999,0.5671837421837422
2561,0.41467000000000004,0.33503,0.36913968554593557
2562,0.12273,0.10415,0.15663305375180375
2563,0.013779999999999999,0.00317,0.011895421977713644
2564,0.0,0.0,0.0
2565,0.0,0.0,0.0
2566,0.0,0.0,0.0
2567,0.0,0.0,0.0
2568,0.0,0.0,0.0
2569,0.0,0.0,0.0
2570,0.0,0.0,0.0
2571,0.0,0.0,0.0
2572,0.0,0.0,0.0
2573,0.0,0.0,0.0
2574,0.0,0.0,0.0022681908369408367
2575,0.02214,0.0649,0.0857876954064454
2576,0.22062,0.28356,0.2941071804353054
2577,0.44992000000000004,0.48645,0.5117241988335738
2578,0.65264,0.6578999999999999,0.6830126037157287
2579,0.7928,0.7791,0.7967284451659452
2580,0.88348,0.86399,0.8573439003126503
2581,0.90908,0.87437,0.8711444805194806
2582,0.87534,0.82555,0.8204271133958634
2583,0.77737,0.7154400000000001,0.7116052639490139
2584,0.6277699999999999,0.55011,0.5468889039201539
2585,0.42863,0.33515,0.3339186132154882
2586,0.18969,0.10457999999999999,0.12051961154200737
2587,0.015179999999999999,0.0033900000000000002,0.011413261584094916
2588,0.0,0.0,0.0
2589,0.0,0.0,0.0
2590,0.0,0.0,0.0
2591,0.0,0.0,0.0
2592,0.0,0.0,0.0
2593,0.0,0.0,0.0
2594,0.0,0.0,0.0
2595,0.0,0.0,0.0
2596,0.0,0.0,0.0
2597,0.0,0.0,0.0
2598,0.0,0.0,0.0029365530303030307
