time,P,G(i),H_sun,T2m,WS10m,Int,P_kW
20190102:2130,0.0,0.0,0.0,2.12,1.24,0.0,0.0
20190102:2230,0.0,0.0,0.0,0.86,1.38,0.0,0.0
20190102:2330,0.0,0.0,0.0,0.61,1.31,0.0,0.0
20190103:0030,0.0,0.0,0.0,0.83,1.1,0.0,0.0
20190103:0130,0.0,0.0,0.0,0.02,1.17,0.0,0.0
20190103:0230,0.0,0.0,0.0,-1.54,1.45,0.0,0.0
20190103:0330,0.0,0.0,0.0,-1.98,1.45,0.0,0.0
20190103:0430,0.0,0.0,0.0,-1.8,1.38,0.0,0.0
20190103:0530,0.0,0.0,0.0,-1.49,1.24,0.0,0.0
20190103:0630,0.0,0.0,0.0,-1.33,1.24,0.0,0.0
20190103:0730,3.8,12.75,2.39,-1.22,0.97,0.0,0.0038
20190103:0830,198.21,244.58,10.27,-0.78,1.03,0.0,0.19821
20190103:0930,380.69,439.74,16.49,0.93,0.55,0.0,0.38069
20190103:1030,501.34,588.35,20.57,3.25,0.34,0.0,0.50134
20190103:1130,567.95,670.19,22.1,4.33,0.97,0.0,0.5679500000000001
20190103:1230,572.36,679.26,20.9,4.71,0.76,0.0,0.57236
20190103:1330,507.57,594.43,17.11,4.92,0.83,0.0,0.50757
20190103:1430,366.7,422.14,11.12,4.61,0.97,0.0,0.36669999999999997
20190103:1530,156.66,190.05,3.43,3.7,0.55,0.0,0.15666
20190103:1630,0.0,0.0,0.0,2.4,0.34,0.0,0.0
20190103:1730,0.0,0.0,0.0,1.36,0.69,0.0,0.0
20190103:1830,0.0,0.0,0.0,0.47,1.1,0.0,0.0
20190103:1930,0.0,0.0,0.0,3.3,0.76,0.0,0.0
20190103:2030,0.0,0.0,0.0,2.9,0.9,0.0,0.0
20190103:2130,0.0,0.0,0.0,2.24,1.17,0.0,0.0
20190103:2230,0.0,0.0,0.0,1.32,1.31,0.0,0.0
20190103:2330,0.0,0.0,0.0,1.57,1.1,0.0,0.0
20190104:0030,0.0,0.0,0.0,1.16,1.03,0.0,0.0
20190104:0130,0.0,0.0,0.0,-0.73,1.38,0.0,0.0
20190104:0230,0.0,0.0,0.0,-1.14,1.38,0.0,0.0
20190104:0330,0.0,0.0,0.0,-0.48,1.17,0.0,0.0
20190104:0430,0.0,0.0,0.0,0.11,0.9,0.0,0.0
20190104:0530,0.0,0.0,0.0,-0.07,0.69,0.0,0.0
20190104:0630,0.0,0.0,0.0,-0.25,0.69,0.0,0.0
20190104:0730,4.67,14.09,2.41,-1.77,0.97,0.0,0.00467
20190104:0830,158.67,196.26,10.3,-1.13,0.83,0.0,0.15866999999999998
20190104:0930,334.37,382.74,16.54,-0.31,0.48,0.0,0.33437
20190104:1030,489.41,568.0,20.65,2.75,0.76,0.0,0.48941
20190104:1130,564.64,665.89,22.2,3.95,0.83,0.0,0.56464
20190104:1230,565.2,667.44,21.02,4.54,0.9,0.0,0.5652
20190104:1330,496.08,579.21,17.24,4.59,0.76,0.0,0.49607999999999997
20190104:1430,367.3,423.81,11.26,4.14,0.48,0.0,0.3673
20190104:1530,154.92,187.31,3.57,2.95,0.62,0.0,0.15491999999999997
20190104:1630,0.0,0.0,0.0,1.11,0.97,0.0,0.0
20190104:1730,0.0,0.0,0.0,0.56,0.9,0.0,0.0
20190104:1830,0.0,0.0,0.0,0.39,0.9,0.0,0.0
20190104:1930,0.0,0.0,0.0,1.06,0.83,0.0,0.0
20190104:2030,0.0,0.0,0.0,0.73,0.62,0.0,0.0
20190104:2130,0.0,0.0,0.0,0.25,0.48,0.0,0.0
20190104:2230,0.0,0.0,0.0,-0.4,1.03,0.0,0.0
20190104:2330,0.0,0.0,0.0,-1.32,1.24,0.0,0.0
20190105:0030,0.0,0.0,0.0,-1.11,1.24,0.0,0.0
20190105:0130,0.0,0.0,0.0,-0.98,1.24,0.0,0.0
20190105:0230,0.0,0.0,0.0,-0.6,1.03,0.0,0.0
20190105:0330,0.0,0.0,0.0,-0.42,0.9,0.0,0.0
20190105:0430,0.0,0.0,0.0,-0.59,0.9,0.0,0.0
20190105:0530,0.0,0.0,0.0,-0.52,0.83,0.0,0.0
20190105:0630,0.0,0.0,0.0,-0.48,0.83,0.0,0.0
20190105:0730,5.79,15.81,2.43,-1.58,0.97,0.0,0.00579
20190105:0830,152.25,188.97,10.34,-0.93,0.83,0.0,0.15225
20190105:0930,352.17,404.76,16.61,0.84,0.76,0.0,0.35217000000000004
20190105:1030,472.91,551.62,20.73,4.12,0.69,0.0,0.47291000000000005
20190105:1130,544.46,650.2,22.31,5.8,0.41,0.0,0.54446
20190105:1230,545.67,659.0,21.14,7.02,0.14,0.0,0.54567
20190105:1330,489.05,580.88,17.38,7.59,0.55,0.0,0.48905
20190105:1430,362.37,423.78,11.41,7.2,0.55,0.0,0.36237
20190105:1530,155.94,191.14,3.72,6.18,0.41,0.0,0.15594
20190105:1630,0.0,0.0,0.0,4.67,0.62,0.0,0.0
20190105:1730,0.0,0.0,0.0,2.43,1.1,0.0,0.0
20190105:1830,0.0,0.0,0.0,1.04,1.24,0.0,0.0
20190105:1930,0.0,0.0,0.0,0.88,1.45,0.0,0.0
20190105:2030,0.0,0.0,0.0,0.53,1.45,0.0,0.0
20190105:2130,0.0,0.0,0.0,-0.03,1.52,0.0,0.0
20190105:2230,0.0,0.0,0.0,-0.2,1.52,0.0,0.0
20190105:2330,0.0,0.0,0.0,-0.15,1.38,0.0,0.0
20190106:0030,0.0,0.0,0.0,-0.16,1.24,0.0,0.0
20190106:0130,0.0,0.0,0.0,-0.77,1.31,0.0,0.0
20190106:0230,0.0,0.0,0.0,-1.22,1.38,0.0,0.0
20190106:0330,0.0,0.0,0.0,-1.58,1.31,0.0,0.0
20190106:0430,0.0,0.0,0.0,-2.01,1.45,0.0,0.0
20190106:0530,0.0,0.0,0.0,-2.28,1.59,0.0,0.0
20190106:0630,0.0,0.0,0.0,-2.29,1.52,0.0,0.0
20190106:0730,3.96,12.98,2.46,-1.69,1.52,0.0,0.00396
20190106:0830,192.42,237.01,10.39,-1.24,1.38,0.0,0.19241999999999998
20190106:0930,353.54,406.31,16.68,1.57,1.17,0.0,0.35354
20190106:1030,489.2,571.87,20.83,5.0,1.03,0.0,0.48919999999999997
20190106:1130,534.1,639.88,22.42,7.53,0.62,0.0,0.5341
20190106:1230,549.49,670.2,21.27,8.83,0.21,0.0,0.54949
20190106:1330,492.03,594.0,17.52,9.42,0.21,0.0,0.49202999999999997
20190106:1430,365.79,433.04,11.56,9.14,0.34,0.0,0.36579
20190106:1530,158.6,196.07,3.87,8.42,0.21,0.0,0.1586
20190106:1630,0.0,0.0,0.0,7.4,0.48,0.0,0.0
20190106:1730,0.0,0.0,0.0,5.54,1.24,0.0,0.0
20190106:1830,0.0,0.0,0.0,2.3,1.72,0.0,0.0
20190106:1930,0.0,0.0,0.0,2.06,1.66,0.0,0.0
20190106:2030,0.0,0.0,0.0,1.25,1.66,0.0,0.0
20190106:2130,0.0,0.0,0.0,0.92,1.45,0.0,0.0
20190106:2230,0.0,0.0,0.0,0.16,1.45,0.0,0.0
20190106:2330,0.0,0.0,0.0,-0.94,1.66,0.0,0.0
20190107:0030,0.0,0.0,0.0,-1.84,1.72,0.0,0.0
20190107:0130,0.0,0.0,0.0,-2.21,1.66,0.0,0.0
20190107:0230,0.0,0.0,0.0,-2.19,1.59,0.0,0.0
20190107:0330,0.0,0.0,0.0,-2.11,1.59,0.0,0.0
20190107:0430,0.0,0.0,0.0,-2.19,1.66,0.0,0.0
20190107:0530,0.0,0.0,0.0,-2.17,1.66,0.0,0.0
20190107:0630,0.0,0.0,0.0,-1.84,1.59,0.0,0.0
20190107:0730,3.91,12.98,2.5,0.23,0.97,0.0,0.00391
20190107:0830,187.08,232.36,10.45,-0.04,1.1,0.0,0.18708000000000002
20190107:0930,365.53,424.03,16.75,2.68,0.83,0.0,0.36552999999999997
20190107:1030,482.38,572.07,20.93,6.24,0.41,0.0,0.48238
20190107:1130,539.94,655.1,22.54,8.4,0.28,0.0,0.5399400000000001
20190107:1230,545.24,660.06,21.41,9.34,0.69,0.0,0.5452400000000001
20190107:1330,489.35,583.53,17.67,9.47,0.97,0.0,0.48935
20190107:1430,360.5,423.4,11.71,9.11,1.03,0.0,0.3605
20190107:1530,158.14,193.95,4.02,7.62,1.17,0.0,0.15813999999999998
20190107:1630,0.0,0.0,0.0,5.17,1.31,0.0,0.0
20190107:1730,0.0,0.0,0.0,5.25,1.1,0.0,0.0
20190107:1830,0.0,0.0,0.0,4.33,1.1,0.0,0.0
20190107:1930,0.0,0.0,0.0,2.79,1.38,0.0,0.0
20190107:2030,0.0,0.0,0.0,2.51,1.31,0.0,0.0
20190107:2130,0.0,0.0,0.0,2.75,1.17,0.0,0.0
20190107:2230,0.0,0.0,0.0,2.37,1.03,0.0,0.0
20190107:2330,0.0,0.0,0.0,2.02,0.9,0.0,0.0
20190108:0030,0.0,0.0,0.0,1.69,0.9,0.0,0.0
20190108:0130,0.0,0.0,0.0,1.42,0.76,0.0,0.0
20190108:0230,0.0,0.0,0.0,1.14,0.55,0.0,0.0
20190108:0330,0.0,0.0,0.0,0.94,0.34,0.0,0.0
20190108:0430,0.0,0.0,0.0,0.74,0.34,0.0,0.0
20190108:0530,0.0,0.0,0.0,0.5,0.55,0.0,0.0
20190108:0630,0.0,0.0,0.0,-0.33,0.97,0.0,0.0
20190108:0730,5.68,15.71,2.55,-0.27,0.83,0.0,0.005679999999999999
20190108:0830,143.23,180.61,10.51,0.44,0.69,0.0,0.14323
20190108:0930,286.63,330.58,16.84,1.34,0.41,0.0,0.28663
20190108:1030,320.17,368.8,21.03,3.95,0.62,0.0,0.32017
20190108:1130,353.78,407.95,22.67,5.47,0.76,0.0,0.35378
20190108:1230,336.81,390.37,21.56,6.42,0.62,0.0,0.33681
20190108:1330,345.83,400.99,17.83,6.89,0.55,0.0,0.34582999999999997
20190108:1430,285.94,332.52,11.87,6.83,0.62,0.0,0.28593999999999997
20190108:1530,157.93,192.3,4.19,5.73,0.69,0.0,0.15793000000000001
20190108:1630,0.0,0.0,0.0,4.99,0.48,0.0,0.0
20190108:1730,0.0,0.0,0.0,4.05,0.62,0.0,0.0
20190108:1830,0.0,0.0,0.0,3.01,0.9,0.0,0.0
20190108:1930,0.0,0.0,0.0,1.6,1.24,0.0,0.0
20190108:2030,0.0,0.0,0.0,0.59,1.24,0.0,0.0
20190108:2130,0.0,0.0,0.0,-0.32,1.31,0.0,0.0
20190108:2230,0.0,0.0,0.0,-0.62,1.31,0.0,0.0
20190108:2330,0.0,0.0,0.0,-0.83,1.31,0.0,0.0
20190109:0030,0.0,0.0,0.0,-1.41,1.59,0.0,0.0
20190109:0130,0.0,0.0,0.0,-2.15,1.72,0.0,0.0
20190109:0230,0.0,0.0,0.0,-2.15,1.66,0.0,0.0
20190109:0330,0.0,0.0,0.0,-2.08,1.59,0.0,0.0
20190109:0430,0.0,0.0,0.0,-2.52,1.66,0.0,0.0
20190109:0530,0.0,0.0,0.0,-2.39,1.59,0.0,0.0
20190109:0630,0.0,0.0,0.0,-2.46,1.52,0.0,0.0
20190109:0730,4.25,13.4,2.59,-2.56,1.66,0.0,0.00425
20190109:0830,199.64,243.95,10.58,-2.35,1.66,0.0,0.19963999999999998
20190109:0930,386.99,443.22,16.93,0.86,1.45,0.0,0.38699
20190109:1030,517.78,603.73,21.15,4.82,1.59,0.0,0.51778
20190109:1130,605.4,719.38,22.81,6.87,1.93,0.0,0.6053999999999999
20190109:1230,601.41,710.24,21.71,8.16,2.76,0.0,0.60141
20190109:1330,544.39,635.44,17.99,8.48,3.17,0.0,0.54439
20190109:1430,392.85,453.58,12.04,7.86,2.62,0.0,0.39285000000000003
20190109:1530,180.05,216.53,4.35,6.52,2.07,0.0,0.18005000000000002
20190109:1630,0.0,0.0,0.0,3.88,2.14,0.0,0.0
20190109:1730,0.0,0.0,0.0,0.53,2.21,0.0,0.0
20190109:1830,0.0,0.0,0.0,-1.19,2.14,0.0,0.0
20190109:1930,0.0,0.0,0.0,0.21,1.45,0.0,0.0
20190109:2030,0.0,0.0,0.0,-0.45,1.45,0.0,0.0
20190109:2130,0.0,0.0,0.0,-1.39,1.52,0.0,0.0
20190109:2230,0.0,0.0,0.0,-2.17,1.59,0.0,0.0
20190109:2330,0.0,0.0,0.0,-2.61,1.59,0.0,0.0
20190110:0030,0.0,0.0,0.0,-2.95,1.66,0.0,0.0
20190110:0130,0.0,0.0,0.0,-3.46,1.79,0.0,0.0
20190110:0230,0.0,0.0,0.0,-4.02,2.0,0.0,0.0
20190110:0330,0.0,0.0,0.0,-4.16,2.0,0.0,0.0
20190110:0430,0.0,0.0,0.0,-3.73,1.79,0.0,0.0
20190110:0530,0.0,0.0,0.0,-2.39,1.31,0.0,0.0
20190110:0630,0.0,0.0,0.0,-2.14,1.24,0.0,0.0
20190110:0730,4.46,13.81,2.65,-0.62,1.03,0.0,0.0044599999999999996
20190110:0830,206.64,253.52,10.65,-1.7,1.31,0.0,0.20664
20190110:0930,394.47,452.26,17.03,0.02,0.97,0.0,0.39447000000000004
20190110:1030,516.83,605.86,21.27,3.3,0.62,0.0,0.51683
20190110:1130,573.96,690.94,22.95,5.07,0.21,0.0,0.57396
20190110:1230,576.85,700.64,21.87,6.15,0.07,0.0,0.57685
20190110:1330,523.63,626.81,18.16,6.69,0.28,0.0,0.52363
20190110:1430,399.9,469.37,12.21,6.7,0.34,0.0,0.3999
20190110:1530,189.72,228.19,4.52,6.1,0.55,0.0,0.18972
20190110:1630,0.0,0.0,0.0,5.37,0.62,0.0,0.0
20190110:1730,0.0,0.0,0.0,4.53,0.41,0.0,0.0
20190110:1830,0.0,0.0,0.0,3.47,0.76,0.0,0.0
20190110:1930,0.0,0.0,0.0,2.72,0.97,0.0,0.0
20190110:2030,0.0,0.0,0.0,0.15,1.03,0.0,0.0
20190110:2130,0.0,0.0,0.0,-1.08,1.1,0.0,0.0
20190110:2230,0.0,0.0,0.0,-1.61,1.1,0.0,0.0
20190110:2330,0.0,0.0,0.0,-2.1,1.17,0.0,0.0
20190111:0030,0.0,0.0,0.0,-2.04,1.1,0.0,0.0
20190111:0130,0.0,0.0,0.0,-2.38,1.03,0.0,0.0
20190111:0230,0.0,0.0,0.0,-3.12,1.1,0.0,0.0
20190111:0330,0.0,0.0,0.0,-3.57,1.17,0.0,0.0
20190111:0430,0.0,0.0,0.0,-3.61,1.24,0.0,0.0
20190111:0530,0.0,0.0,0.0,-3.75,1.31,0.0,0.0
20190111:0630,0.0,0.0,0.0,-3.84,1.31,0.0,0.0
20190111:0730,4.65,14.0,2.71,-3.29,1.1,0.0,0.0046500000000000005
20190111:0830,202.17,247.35,10.74,-2.62,1.03,0.0,0.20217
20190111:0930,390.88,448.32,17.13,-0.37,0.69,0.0,0.39088
20190111:1030,512.51,602.01,21.4,3.02,0.34,0.0,0.51251
20190111:1130,576.24,688.46,23.1,4.64,0.48,0.0,0.57624
20190111:1230,586.38,699.19,22.04,5.43,0.9,0.0,0.58638
20190111:1330,505.22,589.92,18.33,5.73,1.24,0.0,0.50522
20190111:1430,375.55,432.69,12.39,5.45,1.24,0.0,0.37555
20190111:1530,155.02,187.64,4.7,4.67,0.83,0.0,0.15502000000000002
20190111:1630,0.0,0.0,-4.25,3.36,0.62,0.0,0.0
20190111:1730,0.0,0.0,0.0,2.83,0.34,0.0,0.0
20190111:1830,0.0,0.0,0.0,2.31,0.48,0.0,0.0
20190111:1930,0.0,0.0,0.0,2.65,0.69,0.0,0.0
20190111:2030,0.0,0.0,0.0,1.41,0.69,0.0,0.0
20190111:2130,0.0,0.0,0.0,0.57,0.83,0.0,0.0
20190111:2230,0.0,0.0,0.0,-0.42,1.03,0.0,0.0
20190111:2330,0.0,0.0,0.0,-0.99,1.1,0.0,0.0
20190112:0030,0.0,0.0,0.0,-1.18,1.1,0.0,0.0
20190112:0130,0.0,0.0,0.0,-0.84,1.03,0.0,0.0
20190112:0230,0.0,0.0,0.0,-0.98,1.03,0.0,0.0
20190112:0330,0.0,0.0,0.0,-1.09,0.97,0.0,0.0
20190112:0430,0.0,0.0,0.0,-0.69,0.83,0.0,0.0
20190112:0530,0.0,0.0,0.0,-0.57,0.83,0.0,0.0
20190112:0630,0.0,0.0,0.0,-1.06,0.97,0.0,0.0
20190112:0730,4.35,13.63,2.78,-1.05,1.1,0.0,0.00435
20190112:0830,189.36,234.59,10.82,-0.64,1.1,0.0,0.18936
20190112:0930,375.19,432.41,17.24,1.26,0.83,0.0,0.37519
20190112:1030,495.28,584.52,21.54,5.11,0.48,0.0,0.49528
20190112:1130,551.62,669.44,23.26,7.21,0.07,0.0,0.55162
20190112:1230,555.01,676.53,22.21,8.5,0.21,0.0,0.55501
20190112:1330,504.19,606.47,18.51,9.2,0.48,0.0,0.50419
20190112:1430,379.4,447.98,12.57,9.18,0.62,0.0,0.37939999999999996
20190112:1530,177.3,215.79,4.88,8.32,0.76,0.0,0.1773
20190112:1630,0.0,0.0,-4.07,6.98,0.62,0.0,0.0
20190112:1730,0.0,0.0,0.0,6.39,0.41,0.0,0.0
20190112:1830,0.0,0.0,0.0,5.9,0.69,0.0,0.0
20190112:1930,0.0,0.0,0.0,4.2,0.9,0.0,0.0
20190112:2030,0.0,0.0,0.0,2.04,1.1,0.0,0.0
20190112:2130,0.0,0.0,0.0,0.84,1.31,0.0,0.0
20190112:2230,0.0,0.0,0.0,0.26,1.45,0.0,0.0
20190112:2330,0.0,0.0,0.0,-0.06,1.45,0.0,0.0
20190113:0030,0.0,0.0,0.0,-1.25,1.72,0.0,0.0
20190113:0130,0.0,0.0,0.0,-1.1,1.66,0.0,0.0
20190113:0230,0.0,0.0,0.0,0.0,1.24,0.0,0.0
20190113:0330,0.0,0.0,0.0,0.4,1.1,0.0,0.0
20190113:0430,0.0,0.0,0.0,0.16,1.17,0.0,0.0
20190113:0530,0.0,0.0,0.0,0.15,1.24,0.0,0.0
20190113:0630,0.0,0.0,0.0,-0.05,1.31,0.0,0.0
20190113:0730,6.75,17.34,2.86,0.45,1.1,0.0,0.00675
20190113:0830,173.86,216.71,10.92,0.96,1.03,0.0,0.17386000000000001
20190113:0930,343.05,398.44,17.36,3.14,0.69,0.0,0.34305
20190113:1030,488.06,577.78,21.68,6.16,0.55,0.0,0.48806
20190113:1130,533.81,646.58,23.42,8.3,0.28,0.0,0.5338099999999999
20190113:1230,536.95,650.56,22.39,9.51,0.62,0.0,0.53695
20190113:1330,465.81,556.05,18.7,10.06,0.83,0.0,0.46581
20190113:1430,329.0,387.98,12.76,9.78,0.69,0.0,0.329
20190113:1530,130.33,162.69,5.07,8.31,0.69,0.0,0.13033
20190113:1630,0.0,0.0,-3.89,7.51,0.34,0.0,0.0
20190113:1730,0.0,0.0,0.0,6.62,0.28,0.0,0.0
20190113:1830,0.0,0.0,0.0,5.72,0.69,0.0,0.0
20190113:1930,0.0,0.0,0.0,5.9,0.83,0.0,0.0
20190113:2030,0.0,0.0,0.0,5.06,0.9,0.0,0.0
20190113:2130,0.0,0.0,0.0,1.27,1.59,0.0,0.0
20190113:2230,0.0,0.0,0.0,2.5,1.24,0.0,0.0
20190113:2330,0.0,0.0,0.0,1.8,1.52,0.0,0.0
20190114:0030,0.0,0.0,0.0,1.39,1.66,0.0,0.0
20190114:0130,0.0,0.0,0.0,0.85,1.86,0.0,0.0
20190114:0230,0.0,0.0,0.0,0.69,1.86,0.0,0.0
20190114:0330,0.0,0.0,0.0,1.48,1.72,0.0,0.0
20190114:0430,0.0,0.0,0.0,0.83,2.0,0.0,0.0
20190114:0530,0.0,0.0,0.0,0.33,2.28,0.0,0.0
20190114:0630,0.0,0.0,0.0,0.34,2.34,0.0,0.0
20190114:0730,5.82,15.99,2.94,1.04,2.48,0.0,0.0058200000000000005
20190114:0830,171.42,213.18,11.02,1.85,2.41,0.0,0.17142
20190114:0930,376.63,437.0,17.49,4.89,2.07,0.0,0.37663
20190114:1030,498.48,594.35,21.83,10.36,1.79,0.0,0.49848000000000003
20190114:1130,577.06,696.22,23.59,12.27,2.48,0.0,0.5770599999999999
20190114:1230,590.61,713.1,22.57,12.77,2.76,0.0,0.59061
20190114:1330,544.66,654.57,18.89,12.71,2.48,0.0,0.5446599999999999
20190114:1430,413.74,491.06,12.95,12.11,1.93,0.0,0.41374
20190114:1530,204.39,247.68,5.26,10.08,1.24,0.0,0.20439
20190114:1630,0.0,0.0,-3.71,10.44,0.97,0.0,0.0
20190114:1730,0.0,0.0,0.0,9.15,1.24,0.0,0.0
20190114:1830,0.0,0.0,0.0,4.78,1.86,0.0,0.0
20190114:1930,0.0,0.0,0.0,2.87,1.93,0.0,0.0
20190114:2030,0.0,0.0,0.0,2.51,1.79,0.0,0.0
20190114:2130,0.0,0.0,0.0,0.76,1.93,0.0,0.0
20190114:2230,0.0,0.0,0.0,-0.51,2.07,0.0,0.0
20190114:2330,0.0,0.0,0.0,-1.31,2.14,0.0,0.0
20190115:0030,0.0,0.0,0.0,-1.61,2.14,0.0,0.0
20190115:0130,0.0,0.0,0.0,-1.81,2.14,0.0,0.0
20190115:0230,0.0,0.0,0.0,-2.02,2.07,0.0,0.0
20190115:0330,0.0,0.0,0.0,-1.87,1.86,0.0,0.0
20190115:0430,0.0,0.0,0.0,-1.65,1.66,0.0,0.0
20190115:0530,0.0,0.0,0.0,-1.47,1.52,0.0,0.0
20190115:0630,0.0,0.0,0.0,-1.9,1.59,0.0,0.0
20190115:0730,5.27,15.02,3.03,-1.53,1.59,0.0,0.0052699999999999995
20190115:0830,200.17,246.16,11.13,-1.04,1.45,0.0,0.20017
20190115:0930,381.87,443.12,17.62,2.47,0.76,0.0,0.38187
20190115:1030,501.45,598.12,21.99,5.97,0.21,0.0,0.50145
20190115:1130,558.28,681.39,23.77,7.82,0.07,0.0,0.55828
20190115:1230,565.47,692.11,22.77,8.66,0.21,0.0,0.56547
20190115:1330,516.52,622.64,19.09,9.06,0.48,0.0,0.51652
20190115:1430,394.38,465.16,13.15,9.01,0.76,0.0,0.39438
20190115:1530,192.33,232.01,5.45,8.12,0.9,0.0,0.19233
20190115:1630,0.0,0.0,-3.52,5.71,1.1,0.0,0.0
20190115:1730,0.0,0.0,0.0,5.4,1.1,0.0,0.0
20190115:1830,0.0,0.0,0.0,4.83,1.24,0.0,0.0
20190115:1930,0.0,0.0,0.0,2.99,1.66,0.0,0.0
20190115:2030,0.0,0.0,0.0,2.23,1.59,0.0,0.0
20190115:2130,0.0,0.0,0.0,2.1,1.45,0.0,0.0
20190115:2230,0.0,0.0,0.0,1.67,1.31,0.0,0.0
20190115:2330,0.0,0.0,0.0,1.22,1.1,0.0,0.0
20190116:0030,0.0,0.0,0.0,0.93,0.97,0.0,0.0
20190116:0130,0.0,0.0,0.0,0.74,0.9,0.0,0.0
20190116:0230,0.0,0.0,0.0,0.3,0.97,0.0,0.0
20190116:0330,0.0,0.0,0.0,-0.25,1.1,0.0,0.0
20190116:0430,0.0,0.0,0.0,-0.38,1.1,0.0,0.0
20190116:0530,0.0,0.0,0.0,-0.51,1.03,0.0,0.0
20190116:0630,0.0,0.0,0.0,-0.49,0.97,0.0,0.0
20190116:0730,6.3,16.69,3.13,0.61,0.9,0.0,0.0063
20190116:0830,152.33,190.5,11.25,1.0,0.76,0.0,0.15233000000000002
20190116:0930,306.4,353.04,17.76,1.35,0.41,0.0,0.30639999999999995
20190116:1030,433.98,505.81,22.15,4.36,0.34,0.0,0.43398000000000003
20190116:1130,511.74,607.06,23.96,5.95,0.41,0.0,0.51174
20190116:1230,554.16,663.63,22.96,7.04,0.69,0.0,0.55416
20190116:1330,436.44,511.99,19.29,7.64,0.76,0.0,0.43644
20190116:1430,351.8,409.77,13.35,7.54,0.83,0.0,0.3518
20190116:1530,167.47,202.9,5.65,7.02,0.76,0.0,0.16747
20190116:1630,0.0,0.0,-3.33,5.37,0.97,0.0,0.0
20190116:1730,0.0,0.0,0.0,4.48,1.17,0.0,0.0
20190116:1830,0.0,0.0,0.0,3.55,1.31,0.0,0.0
20190116:1930,0.0,0.0,0.0,2.36,1.52,0.0,0.0
20190116:2030,0.0,0.0,0.0,2.13,1.52,0.0,0.0
20190116:2130,0.0,0.0,0.0,2.4,1.38,0.0,0.0
20190116:2230,0.0,0.0,0.0,2.73,1.24,0.0,0.0
20190116:2330,0.0,0.0,0.0,2.82,1.17,0.0,0.0
