time,P,G(i),H_sun,T2m,WS10m,Int,P_kW
20200102:0310,0.0,0.0,0.0,-0.96,0.69,0.0,0.0
20200102:0410,0.0,0.0,0.0,-0.83,0.76,0.0,0.0
20200102:0510,0.0,0.0,0.0,-0.83,0.69,0.0,0.0
20200102:0610,0.0,0.0,0.0,-0.47,0.62,0.0,0.0
20200102:0710,0.0,0.0,0.0,0.01,0.34,0.0,0.0
20200102:0810,135.86,183.73,7.85,0.03,0.55,0.0,0.13586
20200102:0910,336.3,394.04,14.64,1.44,0.41,0.0,0.3363
20200102:1010,478.4,564.19,19.45,4.32,0.28,0.0,0.4784
20200102:1110,556.47,669.24,21.82,5.98,0.28,0.0,0.55647
20200102:1210,582.73,707.79,21.48,7.07,0.34,0.0,0.58273
20200102:1310,559.42,678.73,18.48,7.71,0.28,0.0,0.5594199999999999
20200102:1410,450.47,535.67,13.14,7.68,0.21,0.0,0.45047000000000004
20200102:1510,222.4,265.12,5.94,7.0,0.07,0.0,0.22240000000000001
20200102:1610,0.0,0.0,0.0,6.16,0.28,0.0,0.0
20200102:1710,0.0,0.0,0.0,5.43,0.76,0.0,0.0
20200102:1810,0.0,0.0,0.0,4.75,0.97,0.0,0.0
20200102:1910,0.0,0.0,0.0,3.39,0.97,0.0,0.0
20200102:2010,0.0,0.0,0.0,2.89,0.97,0.0,0.0
20200102:2110,0.0,0.0,0.0,1.76,1.1,0.0,0.0
20200102:2210,0.0,0.0,0.0,0.88,1.17,0.0,0.0
20200102:2310,0.0,0.0,0.0,0.08,1.31,0.0,0.0
20200103:0010,0.0,0.0,0.0,-0.32,1.31,0.0,0.0
20200103:0110,0.0,0.0,0.0,-0.48,1.31,0.0,0.0
20200103:0210,0.0,0.0,0.0,-0.66,1.24,0.0,0.0
20200103:0310,0.0,0.0,0.0,-0.8,1.24,0.0,0.0
20200103:0410,0.0,0.0,0.0,-0.54,1.1,0.0,0.0
20200103:0510,0.0,0.0,0.0,-0.12,0.9,0.0,0.0
20200103:0610,0.0,0.0,0.0,0.48,0.69,0.0,0.0
20200103:0710,0.0,0.0,0.0,0.76,0.62,0.0,0.0
20200103:0810,33.17,51.47,7.87,1.1,0.69,0.0,0.033170000000000005
20200103:0910,83.23,106.92,14.68,2.11,0.55,0.0,0.08323
20200103:1010,156.0,186.84,19.51,4.15,0.48,0.0,0.156
20200103:1110,330.26,384.25,21.9,5.92,0.34,0.0,0.33026
20200103:1210,197.94,234.99,21.59,6.72,0.28,0.0,0.19794
20200103:1310,97.21,124.4,18.6,7.23,0.28,0.0,0.09720999999999999
20200103:1410,61.19,84.09,13.27,7.15,0.34,0.0,0.061189999999999994
20200103:1510,131.05,161.4,6.08,6.37,0.41,0.0,0.13105
20200103:1610,0.0,0.0,0.0,5.32,0.83,0.0,0.0
20200103:1710,0.0,0.0,0.0,4.36,1.1,0.0,0.0
20200103:1810,0.0,0.0,0.0,3.68,1.1,0.0,0.0
20200103:1910,0.0,0.0,0.0,3.08,1.1,0.0,0.0
20200103:2010,0.0,0.0,0.0,1.84,1.1,0.0,0.0
20200103:2110,0.0,0.0,0.0,2.26,0.76,0.0,0.0
20200103:2210,0.0,0.0,0.0,1.96,0.55,0.0,0.0
20200103:2310,0.0,0.0,0.0,2.08,0.62,0.0,0.0
20200104:0010,0.0,0.0,0.0,1.92,0.62,0.0,0.0
20200104:0110,0.0,0.0,0.0,1.7,0.69,0.0,0.0
20200104:0210,0.0,0.0,0.0,1.53,0.83,0.0,0.0
20200104:0310,0.0,0.0,0.0,0.89,0.97,0.0,0.0
20200104:0410,0.0,0.0,0.0,1.21,0.83,0.0,0.0
20200104:0510,0.0,0.0,0.0,1.02,0.9,0.0,0.0
20200104:0610,0.0,0.0,0.0,0.62,1.1,0.0,0.0
20200104:0710,0.0,0.0,0.0,0.47,0.83,0.0,0.0
20200104:0810,58.39,82.93,7.9,0.48,0.9,0.0,0.05839
20200104:0910,334.36,391.32,14.73,1.97,0.83,0.0,0.33436
20200104:1010,408.25,477.46,19.58,5.63,0.62,0.0,0.40825
20200104:1110,516.48,619.44,21.99,7.96,0.55,0.0,0.51648
20200104:1210,564.37,692.44,21.7,9.68,0.34,0.0,0.56437
20200104:1310,537.83,658.52,18.73,10.57,0.34,0.0,0.53783
20200104:1410,410.25,491.51,13.41,10.6,0.28,0.0,0.41025
20200104:1510,214.05,258.98,6.22,10.48,0.34,0.0,0.21405000000000002
20200104:1610,0.0,0.0,0.0,9.72,0.76,0.0,0.0
20200104:1710,0.0,0.0,0.0,7.79,1.24,0.0,0.0
20200104:1810,0.0,0.0,0.0,5.0,1.66,0.0,0.0
20200104:1910,0.0,0.0,0.0,2.95,1.93,0.0,0.0
20200104:2010,0.0,0.0,0.0,5.94,1.03,0.0,0.0
20200104:2110,0.0,0.0,0.0,3.48,1.31,0.0,0.0
20200104:2210,0.0,0.0,0.0,2.79,1.45,0.0,0.0
20200104:2310,0.0,0.0,0.0,1.28,1.66,0.0,0.0
20200105:0010,0.0,0.0,0.0,0.32,1.79,0.0,0.0
20200105:0110,0.0,0.0,0.0,-0.79,1.86,0.0,0.0
20200105:0210,0.0,0.0,0.0,-1.15,1.59,0.0,0.0
20200105:0310,0.0,0.0,0.0,-0.3,1.17,0.0,0.0
20200105:0410,0.0,0.0,0.0,-0.92,1.31,0.0,0.0
20200105:0510,0.0,0.0,0.0,-1.07,1.31,0.0,0.0
20200105:0610,0.0,0.0,0.0,-0.83,1.24,0.0,0.0
20200105:0710,0.0,0.0,0.0,0.25,1.03,0.0,0.0
20200105:0810,141.75,191.52,7.94,-0.63,1.17,0.0,0.14175
20200105:0910,333.62,390.76,14.79,2.15,0.83,0.0,0.33362
20200105:1010,470.62,557.83,19.66,6.37,0.55,0.0,0.47062
20200105:1110,552.17,672.7,22.09,8.49,0.28,0.0,0.5521699999999999
20200105:1210,578.3,707.77,21.82,9.38,0.55,0.0,0.5782999999999999
20200105:1310,555.3,674.76,18.86,9.63,0.69,0.0,0.5552999999999999
20200105:1410,455.41,544.35,13.55,9.35,0.48,0.0,0.45541000000000004
20200105:1510,235.38,281.08,6.36,8.58,0.41,0.0,0.23538
20200105:1610,0.0,0.0,0.0,7.52,0.69,0.0,0.0
20200105:1710,0.0,0.0,0.0,6.77,1.03,0.0,0.0
20200105:1810,0.0,0.0,0.0,6.23,1.1,0.0,0.0
20200105:1910,0.0,0.0,0.0,5.29,1.38,0.0,0.0
20200105:2010,0.0,0.0,0.0,4.09,1.24,0.0,0.0
20200105:2110,0.0,0.0,0.0,3.43,0.97,0.0,0.0
20200105:2210,0.0,0.0,0.0,2.51,0.97,0.0,0.0
20200105:2310,0.0,0.0,0.0,1.56,1.03,0.0,0.0
20200106:0010,0.0,0.0,0.0,0.45,1.17,0.0,0.0
20200106:0110,0.0,0.0,0.0,0.31,1.1,0.0,0.0
20200106:0210,0.0,0.0,0.0,0.36,1.03,0.0,0.0
20200106:0310,0.0,0.0,0.0,-0.12,1.1,0.0,0.0
20200106:0410,0.0,0.0,0.0,-0.52,1.17,0.0,0.0
20200106:0510,0.0,0.0,0.0,-0.58,1.24,0.0,0.0
20200106:0610,0.0,0.0,0.0,-0.24,1.17,0.0,0.0
20200106:0710,0.0,0.0,0.0,0.44,0.9,0.0,0.0
20200106:0810,121.8,165.11,7.98,0.0,0.97,0.0,0.12179999999999999
20200106:0910,324.43,378.96,14.85,1.37,0.62,0.0,0.32443
20200106:1010,467.93,551.0,19.75,4.02,0.14,0.0,0.46793
20200106:1110,555.26,665.78,22.2,5.28,0.21,0.0,0.55526
20200106:1210,582.92,701.62,21.94,5.98,0.48,0.0,0.58292
20200106:1310,560.58,669.66,19.0,6.34,0.69,0.0,0.5605800000000001
20200106:1410,449.8,526.18,13.7,6.16,0.76,0.0,0.44980000000000003
20200106:1510,247.86,290.68,6.52,5.39,0.62,0.0,0.24786000000000002
20200106:1610,0.0,0.0,0.0,3.62,0.9,0.0,0.0
20200106:1710,0.0,0.0,0.0,3.11,0.97,0.0,0.0
20200106:1810,0.0,0.0,0.0,2.7,0.9,0.0,0.0
20200106:1910,0.0,0.0,0.0,2.14,1.03,0.0,0.0
20200106:2010,0.0,0.0,0.0,1.7,0.97,0.0,0.0
20200106:2110,0.0,0.0,0.0,1.62,0.62,0.0,0.0
20200106:2210,0.0,0.0,0.0,1.45,0.41,0.0,0.0
20200106:2310,0.0,0.0,0.0,1.32,0.62,0.0,0.0
20200107:0010,0.0,0.0,0.0,1.07,0.83,0.0,0.0
20200107:0110,0.0,0.0,0.0,0.96,0.62,0.0,0.0
20200107:0210,0.0,0.0,0.0,0.77,0.69,0.0,0.0
20200107:0310,0.0,0.0,0.0,0.24,0.9,0.0,0.0
20200107:0410,0.0,0.0,0.0,0.25,0.55,0.0,0.0
20200107:0510,0.0,0.0,0.0,0.17,0.34,0.0,0.0
20200107:0610,0.0,0.0,0.0,0.16,0.69,0.0,0.0
20200107:0710,0.0,0.0,0.0,-0.73,0.83,0.0,0.0
20200107:0810,43.19,63.39,8.03,-0.58,0.83,0.0,0.04319
20200107:0910,302.08,350.79,14.92,0.56,0.69,0.0,0.30207999999999996
20200107:1010,485.21,564.16,19.84,2.21,0.55,0.0,0.48521
20200107:1110,564.84,671.81,22.32,3.9,0.34,0.0,0.56484
20200107:1210,594.24,716.74,22.08,5.1,0.28,0.0,0.59424
20200107:1310,552.3,659.8,19.15,5.8,0.41,0.0,0.5522999999999999
20200107:1410,454.15,533.52,13.85,6.13,0.48,0.0,0.45415
20200107:1510,257.69,302.52,6.67,5.72,0.48,0.0,0.25769
20200107:1610,0.0,0.0,0.0,4.82,0.41,0.0,0.0
20200107:1710,0.0,0.0,0.0,4.08,0.76,0.0,0.0
20200107:1810,0.0,0.0,0.0,2.99,1.03,0.0,0.0
20200107:1910,0.0,0.0,0.0,1.3,1.31,0.0,0.0
20200107:2010,0.0,0.0,0.0,1.15,1.17,0.0,0.0
20200107:2110,0.0,0.0,0.0,1.22,1.03,0.0,0.0
20200107:2210,0.0,0.0,0.0,1.75,0.69,0.0,0.0
20200107:2310,0.0,0.0,0.0,1.49,0.55,0.0,0.0
20200108:0010,0.0,0.0,0.0,1.13,0.69,0.0,0.0
20200108:0110,0.0,0.0,0.0,0.39,0.76,0.0,0.0
20200108:0210,0.0,0.0,0.0,0.32,0.41,0.0,0.0
20200108:0310,0.0,0.0,0.0,-0.05,0.28,0.0,0.0
20200108:0410,0.0,0.0,0.0,-0.2,0.34,0.0,0.0
20200108:0510,0.0,0.0,0.0,-0.2,0.41,0.0,0.0
20200108:0610,0.0,0.0,0.0,-0.25,0.41,0.0,0.0
20200108:0710,0.0,0.0,0.0,-0.51,0.21,0.0,0.0
20200108:0810,118.33,160.58,8.09,-0.1,0.28,0.0,0.11833
20200108:0910,269.32,314.66,15.0,1.32,0.28,0.0,0.26932
20200108:1010,443.59,524.56,19.94,5.21,0.0,0.0,0.44359
20200108:1110,544.61,658.65,22.44,7.49,0.28,0.0,0.54461
20200108:1210,556.59,675.34,22.22,8.49,0.48,0.0,0.55659
20200108:1310,553.02,670.11,19.3,9.0,0.62,0.0,0.55302
20200108:1410,459.76,548.32,14.01,8.84,0.48,0.0,0.45976
20200108:1510,262.04,310.32,6.83,7.85,0.55,0.0,0.26204
20200108:1610,0.0,0.0,0.0,6.49,0.9,0.0,0.0
20200108:1710,0.0,0.0,0.0,5.58,0.83,0.0,0.0
20200108:1810,0.0,0.0,0.0,4.96,0.69,0.0,0.0
20200108:1910,0.0,0.0,0.0,4.34,0.76,0.0,0.0
20200108:2010,0.0,0.0,0.0,3.59,0.83,0.0,0.0
20200108:2110,0.0,0.0,0.0,2.57,0.83,0.0,0.0
20200108:2210,0.0,0.0,0.0,1.45,0.62,0.0,0.0
20200108:2310,0.0,0.0,0.0,0.63,0.55,0.0,0.0
20200109:0010,0.0,0.0,0.0,0.29,0.69,0.0,0.0
20200109:0110,0.0,0.0,0.0,0.32,0.76,0.0,0.0
20200109:0210,0.0,0.0,0.0,0.22,0.76,0.0,0.0
20200109:0310,0.0,0.0,0.0,-0.41,0.83,0.0,0.0
20200109:0410,0.0,0.0,0.0,-0.65,0.76,0.0,0.0
20200109:0510,0.0,0.0,0.0,-0.61,0.69,0.0,0.0
20200109:0610,0.0,0.0,0.0,-0.81,0.69,0.0,0.0
20200109:0710,0.0,0.0,0.0,-0.47,0.83,0.0,0.0
20200109:0810,133.52,181.59,8.15,0.04,0.55,0.0,0.13352
20200109:0910,329.08,386.09,15.08,1.57,0.28,0.0,0.32908
20200109:1010,473.34,560.8,20.04,4.6,0.0,0.0,0.47334
20200109:1110,550.77,664.72,22.57,6.41,0.14,0.0,0.55077
20200109:1210,577.84,705.16,22.37,7.38,0.14,0.0,0.57784
20200109:1310,560.74,680.81,19.46,7.85,0.28,0.0,0.56074
20200109:1410,456.98,542.72,14.18,7.8,0.34,0.0,0.45698
20200109:1510,268.52,316.15,7.0,6.91,0.62,0.0,0.26852
20200109:1610,0.0,0.0,0.0,5.02,0.97,0.0,0.0
20200109:1710,0.0,0.0,0.0,3.62,1.24,0.0,0.0
20200109:1810,0.0,0.0,0.0,2.93,1.31,0.0,0.0
20200109:1910,0.0,0.0,0.0,1.79,1.45,0.0,0.0
20200109:2010,0.0,0.0,0.0,1.4,1.38,0.0,0.0
20200109:2110,0.0,0.0,0.0,1.01,1.45,0.0,0.0
20200109:2210,0.0,0.0,0.0,0.87,1.38,0.0,0.0
20200109:2310,0.0,0.0,0.0,0.77,1.24,0.0,0.0
20200110:0010,0.0,0.0,0.0,0.74,1.17,0.0,0.0
20200110:0110,0.0,0.0,0.0,0.49,1.17,0.0,0.0
20200110:0210,0.0,0.0,0.0,0.57,1.1,0.0,0.0
20200110:0310,0.0,0.0,0.0,0.49,1.1,0.0,0.0
20200110:0410,0.0,0.0,0.0,0.81,0.9,0.0,0.0
20200110:0510,0.0,0.0,0.0,1.05,0.83,0.0,0.0
20200110:0610,0.0,0.0,0.0,0.76,0.97,0.0,0.0
20200110:0710,0.0,0.0,0.0,1.87,0.76,0.0,0.0
20200110:0810,82.89,114.99,8.22,2.45,0.48,0.0,0.08289
20200110:0910,180.22,214.89,15.17,2.98,0.28,0.0,0.18022
20200110:1010,244.25,284.49,20.16,4.3,0.28,0.0,0.24425
20200110:1110,173.97,207.65,22.71,5.37,0.21,0.0,0.17396999999999999
20200110:1210,580.34,703.6,22.52,6.13,0.14,0.0,0.5803400000000001
20200110:1310,560.65,678.72,19.63,7.1,0.21,0.0,0.56065
20200110:1410,459.08,542.7,14.35,7.26,0.48,0.0,0.45908
20200110:1510,268.67,316.46,7.17,6.77,0.41,0.0,0.26867
20200110:1610,0.0,0.0,0.0,5.94,0.41,0.0,0.0
20200110:1710,0.0,0.0,0.0,5.27,0.48,0.0,0.0
20200110:1810,0.0,0.0,0.0,4.68,0.76,0.0,0.0
20200110:1910,0.0,0.0,0.0,5.09,0.97,0.0,0.0
20200110:2010,0.0,0.0,0.0,3.35,1.03,0.0,0.0
20200110:2110,0.0,0.0,0.0,2.02,0.9,0.0,0.0
20200110:2210,0.0,0.0,0.0,1.45,0.83,0.0,0.0
20200110:2310,0.0,0.0,0.0,0.99,1.03,0.0,0.0
20200111:0010,0.0,0.0,0.0,0.26,0.97,0.0,0.0
20200111:0110,0.0,0.0,0.0,-0.54,0.83,0.0,0.0
20200111:0210,0.0,0.0,0.0,-1.0,0.9,0.0,0.0
20200111:0310,0.0,0.0,0.0,-1.41,1.03,0.0,0.0
20200111:0410,0.0,0.0,0.0,-1.51,1.03,0.0,0.0
20200111:0510,0.0,0.0,0.0,-1.78,1.1,0.0,0.0
20200111:0610,0.0,0.0,0.0,-2.09,1.17,0.0,0.0
20200111:0710,0.0,0.0,0.0,-0.93,0.9,0.0,0.0
20200111:0810,146.77,198.6,8.29,-0.71,0.97,0.0,0.14677
20200111:0910,346.55,406.45,15.27,1.75,0.55,0.0,0.34655
20200111:1010,488.77,580.08,20.28,5.18,0.28,0.0,0.48877
20200111:1110,571.13,695.94,22.85,7.67,0.28,0.0,0.57113
20200111:1210,598.71,735.52,22.68,8.83,0.48,0.0,0.5987100000000001
20200111:1310,573.76,700.61,19.8,9.47,0.62,0.0,0.5737599999999999
20200111:1410,468.68,560.25,14.53,9.4,0.62,0.0,0.46868
20200111:1510,290.87,344.22,7.35,8.33,0.62,0.0,0.29087
20200111:1610,0.0,0.0,0.0,7.5,0.69,0.0,0.0
20200111:1710,0.0,0.0,0.0,6.41,1.03,0.0,0.0
20200111:1810,0.0,0.0,0.0,5.66,1.1,0.0,0.0
20200111:1910,0.0,0.0,0.0,5.83,1.03,0.0,0.0
20200111:2010,0.0,0.0,0.0,2.74,1.31,0.0,0.0
20200111:2110,0.0,0.0,0.0,1.36,1.24,0.0,0.0
20200111:2210,0.0,0.0,0.0,0.84,1.1,0.0,0.0
20200111:2310,0.0,0.0,0.0,0.69,0.97,0.0,0.0
20200112:0010,0.0,0.0,0.0,0.66,0.83,0.0,0.0
20200112:0110,0.0,0.0,0.0,0.47,0.83,0.0,0.0
20200112:0210,0.0,0.0,0.0,0.12,0.97,0.0,0.0
20200112:0310,0.0,0.0,0.0,-0.23,1.03,0.0,0.0
20200112:0410,0.0,0.0,0.0,-0.16,1.03,0.0,0.0
20200112:0510,0.0,0.0,0.0,0.38,0.83,0.0,0.0
20200112:0610,0.0,0.0,0.0,0.51,0.69,0.0,0.0
20200112:0710,0.0,0.0,0.0,0.28,0.55,0.0,0.0
20200112:0810,140.1,190.79,8.38,0.54,0.34,0.0,0.1401
20200112:0910,340.47,399.88,15.37,1.64,0.28,0.0,0.34047000000000005
20200112:1010,480.61,567.11,20.41,4.84,0.41,0.0,0.48061000000000004
20200112:1110,571.76,686.3,23.0,6.22,0.62,0.0,0.57176
20200112:1210,596.74,721.58,22.85,6.92,0.69,0.0,0.59674
20200112:1310,579.05,698.23,19.98,7.26,0.69,0.0,0.57905
20200112:1410,476.41,563.56,14.71,7.18,0.62,0.0,0.47641
20200112:1510,290.75,341.47,7.53,6.47,0.41,0.0,0.29075
20200112:1610,0.0,0.0,0.0,5.0,0.69,0.0,0.0
20200112:1710,0.0,0.0,0.0,4.16,0.97,0.0,0.0
20200112:1810,0.0,0.0,0.0,3.62,0.97,0.0,0.0
20200112:1910,0.0,0.0,0.0,3.72,0.9,0.0,0.0
20200112:2010,0.0,0.0,0.0,3.12,1.03,0.0,0.0
20200112:2110,0.0,0.0,0.0,2.5,1.03,0.0,0.0
20200112:2210,0.0,0.0,0.0,2.02,0.97,0.0,0.0
20200112:2310,0.0,0.0,0.0,1.76,0.76,0.0,0.0
20200113:0010,0.0,0.0,0.0,1.29,0.62,0.0,0.0
20200113:0110,0.0,0.0,0.0,0.64,0.55,0.0,0.0
20200113:0210,0.0,0.0,0.0,0.14,0.48,0.0,0.0
20200113:0310,0.0,0.0,0.0,-0.14,0.55,0.0,0.0
20200113:0410,0.0,0.0,0.0,-0.25,0.62,0.0,0.0
20200113:0510,0.0,0.0,0.0,-0.24,0.69,0.0,0.0
20200113:0610,0.0,0.0,0.0,-0.22,0.76,0.0,0.0
20200113:0710,0.0,0.0,0.0,-0.42,0.76,0.0,0.0
20200113:0810,117.82,159.09,8.46,-0.18,0.62,0.0,0.11782
20200113:0910,318.43,370.94,15.49,0.86,0.48,0.0,0.31843
20200113:1010,433.21,502.05,20.54,2.93,0.48,0.0,0.43321
20200113:1110,535.26,633.08,23.16,4.24,0.41,0.0,0.53526
20200113:1210,596.18,716.79,23.03,4.94,0.41,0.0,0.5961799999999999
20200113:1310,539.96,641.46,20.16,5.23,0.41,0.0,0.53996
20200113:1410,387.38,448.65,14.9,4.95,0.41,0.0,0.38738
20200113:1510,184.87,218.32,7.72,4.04,0.28,0.0,0.18487
20200113:1610,0.0,0.0,0.0,2.68,0.48,0.0,0.0
20200113:1710,0.0,0.0,0.0,1.85,0.69,0.0,0.0
20200113:1810,0.0,0.0,0.0,1.44,0.55,0.0,0.0
20200113:1910,0.0,0.0,0.0,0.86,0.48,0.0,0.0
20200113:2010,0.0,0.0,0.0,0.58,0.69,0.0,0.0
20200113:2110,0.0,0.0,0.0,0.58,0.62,0.0,0.0
20200113:2210,0.0,0.0,0.0,0.65,0.48,0.0,0.0
20200113:2310,0.0,0.0,0.0,0.66,0.41,0.0,0.0
20200114:0010,0.0,0.0,0.0,0.55,0.34,0.0,0.0
20200114:0110,0.0,0.0,0.0,0.55,0.34,0.0,0.0
20200114:0210,0.0,0.0,0.0,0.6,0.34,0.0,0.0
20200114:0310,0.0,0.0,0.0,0.63,0.41,0.0,0.0
20200114:0410,0.0,0.0,0.0,0.6,0.34,0.0,0.0
20200114:0510,0.0,0.0,0.0,0.58,0.28,0.0,0.0
20200114:0610,0.0,0.0,0.0,0.6,0.41,0.0,0.0
20200114:0710,0.0,0.0,0.0,0.1,0.48,0.0,0.0
20200114:0810,113.69,153.61,8.56,0.12,0.48,0.0,0.11369
20200114:0910,319.68,373.82,15.6,1.39,0.34,0.0,0.31968
20200114:1010,439.83,513.0,20.69,2.94,0.07,0.0,0.43983
20200114:1110,551.55,656.79,23.32,3.7,0.07,0.0,0.55155
20200114:1210,575.95,689.66,23.21,4.58,0.28,0.0,0.5759500000000001
20200114:1310,539.07,639.13,20.36,4.69,0.34,0.0,0.53907
20200114:1410,458.68,535.58,15.09,4.38,0.28,0.0,0.45868000000000003
20200114:1510,262.18,304.44,7.91,3.99,0.41,0.0,0.26218
20200114:1610,0.0,0.0,0.0,3.2,0.41,0.0,0.0
20200114:1710,0.0,0.0,0.0,2.62,0.55,0.0,0.0
20200114:1810,0.0,0.0,0.0,2.32,0.69,0.0,0.0
20200114:1910,0.0,0.0,0.0,2.39,0.48,0.0,0.0
20200114:2010,0.0,0.0,0.0,2.1,0.55,0.0,0.0
20200114:2110,0.0,0.0,0.0,1.65,0.69,0.0,0.0
20200114:2210,0.0,0.0,0.0,1.47,0.69,0.0,0.0
20200114:2310,0.0,0.0,0.0,1.19,0.76,0.0,0.0
20200115:0010,0.0,0.0,0.0,1.08,0.76,0.0,0.0
20200115:0110,0.0,0.0,0.0,1.08,0.76,0.0,0.0
20200115:0210,0.0,0.0,0.0,0.88,0.83,0.0,0.0
20200115:0310,0.0,0.0,0.0,0.81,0.9,0.0,0.0
20200115:0410,0.0,0.0,0.0,1.03,0.83,0.0,0.0
20200115:0510,0.0,0.0,0.0,1.15,0.76,0.0,0.0
20200115:0610,0.0,0.0,0.0,1.08,0.83,0.0,0.0
20200115:0710,0.0,0.0,0.0,0.55,0.69,0.0,0.0
20200115:0810,47.01,68.15,8.66,0.67,0.69,0.0,0.047009999999999996
20200115:0910,72.33,94.81,15.73,1.93,0.48,0.0,0.07232999999999999
20200115:1010,271.52,312.93,20.84,2.93,0.41,0.0,0.27152
20200115:1110,461.44,539.01,23.5,3.8,0.21,0.0,0.46144
20200115:1210,590.11,709.87,23.4,4.01,0.07,0.0,0.59011
20200115:1310,553.59,660.69,20.55,4.32,0.07,0.0,0.55359
20200115:1410,350.6,405.31,15.29,4.29,0.0,0.0,0.3506
20200115:1510,181.59,214.79,8.1,4.05,0.07,0.0,0.18159
20200115:1610,0.0,0.0,0.0,3.46,0.28,0.0,0.0
20200115:1710,0.0,0.0,0.0,3.0,0.48,0.0,0.0
20200115:1810,0.0,0.0,0.0,1.86,0.9,0.0,0.0
20200115:1910,0.0,0.0,0.0,2.83,0.69,0.0,0.0
20200115:2010,0.0,0.0,0.0,2.13,0.83,0.0,0.0
20200115:2110,0.0,0.0,0.0,1.52,0.97,0.0,0.0
20200115:2210,0.0,0.0,0.0,1.51,0.9,0.0,0.0
20200115:2310,0.0,0.0,0.0,1.45,0.9,0.0,0.0
20200116:0010,0.0,0.0,0.0,1.22,0.9,0.0,0.0
20200116:0110,0.0,0.0,0.0,0.87,0.97,0.0,0.0
20200116:0210,0.0,0.0,0.0,0.46,1.03,0.0,0.0
20200116:0310,0.0,0.0,0.0,0.27,0.97,0.0,0.0
20200116:0410,0.0,0.0,0.0,0.44,0.76,0.0,0.0
20200116:0510,0.0,0.0,0.0,0.51,0.69,0.0,0.0
20200116:0610,0.0,0.0,0.0,0.45,0.69,0.0,0.0
20200116:0710,0.0,0.0,0.0,0.12,1.1,0.0,0.0
20200116:0810,143.04,193.68,8.77,0.34,0.9,0.0,0.14304
20200116:0910,338.11,396.73,15.86,2.12,0.48,0.0,0.33811
20200116:1010,476.07,563.82,20.99,4.71,0.07,0.0,0.47607
20200116:1110,555.15,667.24,23.67,6.44,0.41,0.0,0.55515
20200116:1210,578.76,700.58,23.59,7.37,0.55,0.0,0.5787599999999999
20200116:1310,547.24,657.11,20.75,7.58,0.62,0.0,0.5472400000000001
20200116:1410,481.57,572.5,15.49,7.64,0.48,0.0,0.48157
20200116:1510,305.45,359.88,8.3,7.25,0.28,0.0,0.30545
20200116:1610,0.0,0.0,0.0,6.55,0.21,0.0,0.0
20200116:1710,0.0,0.0,0.0,5.53,0.83,0.0,0.0
20200116:1810,0.0,0.0,0.0,3.87,1.24,0.0,0.0
20200116:1910,0.0,0.0,0.0,2.65,1.1,0.0,0.0
20200116:2010,0.0,0.0,0.0,1.91,1.31,0.0,0.0
20200116:2110,0.0,0.0,0.0,1.2,1.45,0.0,0.0
20200116:2210,0.0,0.0,0.0,0.59,1.52,0.0,0.0
20200116:2310,0.0,0.0,0.0,0.0,1.59,0.0,0.0
20200117:0010,0.0,0.0,0.0,-0.14,1.52,0.0,0.0
20200117:0110,0.0,0.0,0.0,-0.25,1.45,0.0,0.0
20200117:0210,0.0,0.0,0.0,0.0,1.38,0.0,0.0
20200117:0310,0.0,0.0,0.0,-0.21,1.45,0.0,0.0
20200117:0410,0.0,0.0,0.0,-0.1,1.38,0.0,0.0
